longitude,latitude
-76.8878783,39.2225175
-76.8393372,39.2198384
-76.9340025,39.2114024
-76.8569402,39.280621
-76.8060486,39.2748146
-76.9410447,39.2092298
-76.9417662,39.2108893
-77.0320895,38.91745
-77.0196801,38.885439
-76.9442865,39.2125763
-75.5649321,38.4016353
-75.5663184,38.409266
-76.0463046,38.5612306
-76.1583045,38.9823546
-77.0408599,38.8182709
-77.0241784,38.9006424
-77.2407872,38.9271159
-77.2427291,38.9287841
-77.2443237,38.9310344
-77.4127893,39.3760914
-76.7955172,39.1876683
-77.154642,39.375455
-77.7330716,39.6097048
-77.7334565,39.6058271
-76.6917187,39.2384676
-109.473841,37.625595
-76.8696691,39.0743586
-77.2963344,38.6409139
-77.4288314,37.5343706
-76.3020155,36.8349295
-78.3667857,38.0171968
-78.4933017,38.0320438
-78.4693582,38.0231604
-78.5068909,38.031749
-78.4730576,38.0848387
-111.7996067,34.8643025
-111.8276905,34.8533443
-75.6920392,39.6623281
-75.6935057,39.6609842
-90.1174117,29.9204132
-75.6637524,39.6622013
-75.4843049,39.6834799
-75.4808821,39.5617249
-78.6432295,35.7783205
-78.6431933,35.778322
-112.375825,33.6296881
-112.329937,33.6367552
-112.326393,33.637476
-112.368212,33.630651
-112.3909726,33.5933513
-112.239566,33.5818446
-112.240936,33.574727
-112.227409,33.6436632
-112.271642,33.709288
-63.3045714,45.3301337
-63.5697197,44.6387366
-63.5664506,44.6401896
-69.9529693,41.6847977
-70.2955098,41.6678841
-70.299384,41.6641539
-70.3017188,41.6743266
-70.3076652,41.6761196
-70.3212492,41.6538248
-87.2698877,36.5125133
-97.2090349,49.9192173
-97.2086127,49.9010457
-97.1309945,49.8875021
-97.090459,49.8874115
-84.1138633,37.1491107
-88.27007,44.2772281
-84.0789622,37.1058818
-84.4210175,38.0177874
-84.7369256,38.0529061
-120.666375,35.4864801
-120.666046,35.4862601
-75.5695413,35.263006
-76.9487174,38.9913716
-76.9460425,38.9821788
-76.9372992,38.989464
-76.9412036,38.9899845
-76.9425682,38.9983606
-76.9249212,38.9765212
-76.9298255,39.0081728
-76.92984,39.0089488
-76.7358367,38.9452129
-76.7078617,38.9567388
-87.6289972,34.8345812
-88.2380899,35.0554702
-86.7499197,34.7111452
-86.6927089,34.7181576
-97.8400602,30.2203091
-79.9382748,36.1052352
-79.8765141,36.0606049
-79.8777613,36.0604965
-79.8747036,36.0603155
-79.9964132,35.9380104
-80.0033182,35.9283778
-80.2841899,35.8394142
-80.488187,35.6442978
-79.1271931,35.4442215
-79.1804444,35.4942228
-79.1925305,35.5525525
-79.5468214,36.0629112
-79.6867641,36.3232762
-87.115155,37.775155
-86.8136705,38.1670311
-78.9124762,35.9919965
-69.062306,44.2141041
-72.9273613,41.3058724
-73.0975504,41.3246222
-77.0279097,38.9002732
-114.0122263,35.2133705
-115.1751671,36.1096674
-115.1731647,36.117876
-122.6441187,41.7031182
-97.4031205,42.0331433
-96.4747403,42.2424502
-76.7561115,35.8506363
-77.1449434,39.0238094
-77.1156952,39.0500258
-77.1119242,39.0531565
-77.1232302,39.0594415
-77.1185471,39.0632028
-77.1148966,39.06288
-76.9486359,39.077372
-77.063622,39.1525694
-76.9461093,39.0783298
-76.9561995,39.0540158
-76.6195532,39.1725181
-76.6758902,39.1880012
-76.6699464,39.1801009
-78.9653862,33.7538726
-77.0265828,37.4903369
-76.7401565,37.2793927
-79.0712691,38.1484911
-78.4888251,38.0620108
-77.6017521,37.6471323
-77.6088566,37.650267
-76.8070171,39.2750147
-76.7554249,39.2834005
-76.7703006,39.2901168
-76.7304266,39.2879047
-76.7588621,39.320248
-76.751433,39.3256407
-76.757759,39.3540779
-76.8001418,39.3698178
-76.6619158,40.2775728
-77.0020385,38.8788249
-77.023111,38.9092037
-77.065746,38.9467861
-77.062719,38.944157
-80.6027113,40.0607208
-94.2716204,39.0058054
-94.3692504,39.0408145
-94.3608656,38.9191282
-85.5035847,36.1366876
-116.2905114,43.6186925
-116.1940738,43.6075383
-73.4511854,41.3960793
-73.4427185,41.3992902
-73.4790001,41.3801189
-73.5157266,40.803624
-73.7770935,40.7448628
-76.2099816,36.8661388
-97.3369319,32.7490243
-97.3874998,32.7397126
-97.4209396,32.8099929
-97.710545,32.7577585
-80.3477782,26.0068467
-76.503277,44.2672572
-83.7121268,33.7908266
-84.3662733,33.9603039
-92.4061388,34.7503257
-97.5633096,30.5409978
-108.828067,35.5052847
-95.5707608,29.7291196
-112.0063278,34.7226389
-115.3880595,35.6107261
-115.3921471,35.6105746
-90.2114361,38.5999788
-90.2269069,38.6297342
-90.2701399,38.6279395
-76.9605105,38.369175
-76.9835401,38.539011
-86.7107915,36.3144276
-76.9489182,38.5834039
-76.9040887,38.6022471
-76.9002682,38.6013634
-76.9176901,38.6224431
-76.9237545,38.616608
-76.9327494,38.6195087
-76.891486,38.6434504
-77.087013,38.6236833
-77.0388667,38.8143222
-76.790446,39.2503999
-74.3587389,41.2571296
-76.7463614,39.1814194
-76.6937931,39.1929173
-76.6846252,39.198503
-76.6884602,39.3854963
-76.6093273,39.3713186
-77.1929099,39.4223203
-76.6102056,36.0567504
-77.8468228,35.9733583
-77.8468281,35.9728873
-73.0046725,41.2646682
-64.1017995,46.4021218
-95.760223,39.0443791
-123.133628,49.7368036
-111.975942,33.5832482
-111.975974,33.5832487
-84.3970163,33.7938684
-84.3956161,33.7939397
-84.3956161,33.7936232
-84.4043343,33.7886723
-84.3802879,33.7639167
-84.3659839,33.7720415
-84.3669924,33.7713883
-84.3638712,33.7573052
-82.7293187,27.9632164
-82.3927939,27.7682589
-82.7366833,27.9649396
-82.661898,28.0365532
-81.3006339,29.0333645
-82.6603,28.0359538
-82.6569962,28.0341166
-82.6592421,28.0343515
-82.7265409,28.2372432
-81.5883493,28.5762218
-81.2658822,28.8119974
-81.2679683,28.8119528
-86.8210215,36.1042934
-81.3026445,29.0374107
-81.3046276,29.0300719
-81.3065526,29.0275957
-81.3003991,28.9838374
-81.2667564,28.8141663
-81.5241372,30.2665832
-81.3149411,28.8253551
-81.5273382,30.2569962
-105.0244332,39.7106544
-105.0258918,39.6891672
-105.085776,39.7086568
-105.1422108,39.6988387
-105.3433843,39.6517168
-105.20278,39.6639766
-107.340164,39.5526958
-107.324047,39.5451634
-107.7353736,39.5208988
-108.050354,39.4554678
-108.5684845,39.0679644
-108.5868018,39.0873445
-76.84122,39.1941161
-76.8378696,39.1773855
-86.7675654,36.1537482
-90.0749257,29.9477186
-90.085007,29.9672867
-90.2571266,29.9830835
-91.9942992,30.2215465
-101.714995,41.1257035
-104.939414,39.5412441
-104.940871,39.5284052
-104.912539,39.5419206
-104.99266,39.5498124
-104.865222,39.7023664
-104.8476353,39.6972753
-104.8278527,39.6919631
-104.809412,39.6754169
-104.905275,39.6525606
-104.963915,39.6799912
-104.97953,39.6961469
-105.097814,39.989963
-105.164025,39.9694683
-105.0077761,40.4088699
-105.063224,40.4058285
-118.308242,33.7528036
-118.3895289,33.8476974
-76.1617938,36.8474128
-118.401596,33.8629323
-119.780929,34.4425365
-118.3825592,33.9014979
-118.168303,33.8022897
-118.184245,33.817418
-118.011145,33.7477957
-119.8752207,34.4283819
-119.703228,34.4256995
-119.8292964,34.4418942
-119.703597,34.4254838
-119.690246,34.4226953
-119.729854,34.4419423
-120.1014667,34.6057842
-120.1012039,34.6057908
-120.195677,34.6145979
-80.7560041,28.387665
-80.755933,28.3876273
-80.6186863,28.4058029
-105.992476,35.6404815
-106.023098,35.6318469
-108.3508552,39.1107647
-108.3508677,39.110055
-76.0278612,36.8503371
-76.0668849,36.8421085
-76.1028352,36.8390473
-97.8417071,30.2194339
-76.2096553,36.8656446
-76.2073876,36.8605608
-79.9391284,37.2725244
-80.7085591,37.0764696
-80.0171738,32.8741434
-86.2512143,41.6778655
-122.663108,45.7206208
-111.551444,40.7277273
-117.085409,34.8491333
-87.6839907,30.4108069
-84.9187148,34.4625118
-82.9887894,35.4914261
-82.9887716,35.4914254
-82.5610491,35.5968468
-82.522551,35.4998062
-82.5551778,35.5690867
-82.5479845,35.5940719
-82.5479993,35.5940419
-82.4621387,35.3169551
-80.9795623,34.2144083
-106.649755,35.0882814
-106.658305,35.1015696
-94.5920984,39.0419924
-94.7780675,38.9121916
-94.6738221,38.9136014
-99.5548566,27.4333483
-94.6721054,38.9137808
-94.6696104,38.9149914
-94.6567638,38.9138787
-94.6613074,38.91367
-94.6613235,38.9144339
-94.6613396,38.9151184
-94.6613128,38.9160826
-94.6608139,38.917677
-94.6601541,38.9185535
-94.659631,38.9199725
-94.6589658,38.9207739
-94.6551683,38.9165193
-94.6559952,38.917851
-94.655915,38.918652
-94.6546877,38.919238
-94.6545751,38.920152
-94.6562488,38.9251341
-94.6408143,38.9154693
-94.6055518,38.8864379
-94.5879045,38.9396077
-94.4486042,39.2456425
-94.4486083,39.268088
-122.347894,47.2418351
-123.0338301,49.2814408
-122.381393,47.297004
-122.4823975,47.2830447
-122.521002,47.3038727
-122.452707,47.428047
-122.4576794,47.4227397
-122.236692,47.204159
-122.208259,47.24532
-122.212603,47.2930252
-122.219896,47.3206923
-122.1646011,47.3585393
-122.20573,47.386344
-122.231457,47.3838332
-79.9675267,39.6076627
-79.9534476,39.6302338
-80.0549847,41.0621931
-80.2670775,40.4939081
-80.2229114,40.5137474
-80.2002226,40.492899
-111.889506,40.5431258
-111.886852,40.7781865
-111.9485647,40.7731412
-97.75131,30.3339696
-97.751338,30.3339739
-97.7718826,30.2644837
-97.7718582,30.2644885
-97.7747395,30.2664566
-97.7747295,30.2665057
-96.5375585,29.6900985
-95.4214896,29.9803797
-96.808698,32.8096376
-96.7680951,32.8359814
-96.819127,32.9544479
-96.9942854,32.9768247
-97.0415216,32.9648662
-97.258912,32.8915979
-97.1555779,32.8796804
-97.2891416,32.8607059
-121.7721313,45.3020109
-122.338104,47.617999
-122.3379063,47.6179945
-95.5005948,29.7524281
-95.5301346,29.6378674
-95.6227039,29.599234
-95.3872195,29.5831031
-95.2478112,29.6016954
-95.1138642,29.5013609
-95.1263556,29.5251999
-95.0612281,29.4249701
-94.8551006,29.2756251
-90.1496792,32.3550243
-90.1841416,32.290391
-77.1118235,39.0416418
-121.905132,37.3324302
-121.970645,37.4004548
-121.974384,37.4055792
-121.971977,37.4052781
-122.009666,37.4034348
-122.075515,37.3784559
-122.125645,37.4479421
-122.1104479,37.3986507
-122.503358,37.5934708
-122.395212,37.6520478
-122.3909341,37.6643552
-119.774781,36.8073565
-121.661343,36.6559304
-121.780192,36.9190034
-119.794959,36.7390536
-123.484364,39.0975602
-118.36553,47.118557
-118.368393,47.1162777
-120.541649,46.9768698
-121.793088,47.4912855
-123.3742316,48.4550307
-81.0479542,24.7260167
-82.3235593,27.9406857
-81.7871533,26.4855073
-82.679623,30.1813999
-80.4066823,27.3130244
-80.8227936,27.6006617
-82.1940074,29.1409655
-81.416079,29.9242625
-84.2560994,33.8488044
-81.0346383,29.1085608
-81.5001952,28.5148708
-88.1184565,30.6715753
-85.4450848,32.6278047
-86.1166536,30.7206977
-122.90116,47.0350842
-122.901171,47.035084
-103.708543,39.2690128
-104.794642,39.775136
-71.287273,46.7912269
-104.873478,39.5627246
-104.8049814,41.1611133
-104.4527039,42.756254
-106.956302,44.8045809
-108.604971,45.7340627
-89.4262615,43.0757798
-88.3092329,41.760553
-87.7213046,41.585214
-71.4972054,41.6605985
-71.3507235,41.9463931
-120.207416,39.3273461
-120.2149057,39.3273417
-121.210412,38.8004984
-74.0200998,41.9367057
-74.0252774,41.9376243
-79.2291995,43.7853661
-84.3834814,39.2246283
-71.1783624,42.2364745
-122.3751855,47.8104656
-74.0171199,41.9329924
-74.0206522,41.9328652
-111.888751,40.7203612
-117.1972817,32.7260217
-117.197261,32.7260385
-117.197237,32.7260576
-89.8960027,35.181223
-89.8941997,35.1136787
-84.2959783,33.7679247
-84.2928152,33.8241191
-73.8180746,45.5764378
-84.3117476,34.0645921
-76.4926203,42.4860907
-121.944818,37.4927625
-121.925327,37.703183
-72.728466,46.5047946
-72.542199,46.3414613
-122.644681,45.6196299
-122.053372,37.658083
-76.6230885,39.4305185
-77.0331169,38.9922406
-77.033141,38.9923023
-84.08734,35.922398
-112.2660201,33.5325994
-122.0177994,47.5444683
-73.8191752,40.7369285
-63.0141839,18.0588477
-112.149177,33.8755947
-112.072461,33.4187739
-112.072427,33.4187754
-97.8549768,30.2180886
-97.7692775,30.2650182
-97.7806715,30.2646898
-97.7740762,30.2619309
-97.8000059,30.2315268
-97.8109899,30.2281221
-97.7493932,30.2575887
-97.7516891,30.2565271
-97.7470791,30.2520621
-97.8564268,30.1896412
-83.4325142,42.3600084
-83.4183752,42.414692
-82.5718465,27.4988037
-82.5755157,27.4992277
-122.766675,45.3349833
-78.4839946,38.0314983
-112.203849,33.5234981
-82.4091842,34.8422336
-82.4009026,34.8487179
-96.995959,32.757929
-121.9715861,37.226288
-74.9419048,45.6498059
-76.8658288,39.213519
-95.3879887,29.7155639
-95.3879632,29.7155569
-95.3879378,29.7155499
-95.3879123,29.7155435
-118.5969778,34.17429
-122.0019625,49.1433904
-111.036587,45.6805195
-93.08459,44.9569722
-93.0845583,44.9569728
-117.919535,33.8761817
-117.919535,33.8761348
-121.8744054,37.2471794
-121.9496667,45.344677
-97.979638,29.8278639
-122.9123998,48.5262477
-122.401852,45.5872939
-123.0796441,45.2177335
-122.0143206,36.978882
-82.4172541,28.0588234
-122.6750471,45.5158956
-99.7693765,19.2432415
-122.6690489,45.7767615
-122.6632185,45.6293979
-122.6633763,45.6294436
-122.6634277,45.6294584
-122.6635182,45.6301243
-84.5482056,42.7362547
-79.8381454,43.5062446
-86.1575425,39.7689919
-85.4551141,12.1326355
-122.076612,37.4153136
-123.0892924,49.1341667
-121.92447,37.6963605
-121.923617,37.6949096
-121.922931,37.6957817
-121.921253,37.693799
-122.989058,45.5215032
-105.2319487,39.7561125
-72.5533478,46.3886678
-122.6447894,45.5592219
-121.56244,44.297696
-111.7536507,36.7439535
-104.896104,39.6265114
-118.390225,33.9867823
-123.077012,49.3112738
-97.84143,30.2200932
-120.6643626,47.5955425
-89.6711731,39.7488377
-82.4407967,34.9660708
-97.7980425,30.2322856
-87.9096993,43.0504885
-117.7465098,40.9588483
-73.6389734,8.4945515
-80.031658,40.5180537
-73.1366164,10.1715442
-97.7541254,30.266894
-94.8548161,29.2758723
-75.3786123,40.6087523
-75.3786382,40.6087364
-102.2925029,21.8837787
-117.4244991,47.6550539
-81.3522435,41.1508388
-73.5048799,41.0673028
-71.0317431,42.5140857
-75.5233343,10.396103
-104.2858524,19.0938384
-74.1271389,45.258149
-74.1330349,45.2532263
-74.1317133,45.2708711
-122.287168,47.8903534
-105.5107362,39.9618139
-118.6481289,34.1577521
-95.8395537,29.7730108
-95.8378781,29.7729445
-111.4887466,29.0982966
-123.043534,49.2863928
-122.9994116,49.2497438
-123.1527256,49.7023623
-123.1553424,49.6980291
-75.7553103,45.3911713
-122.659838,45.5345762
-97.4874142,35.2666288
-97.5124198,35.3631517
-86.1382088,30.3200423
-72.4269491,40.8919133
-72.9684355,41.307457
-72.1723361,40.9690821
-106.8177634,39.1914683
-122.1359361,47.633171
-106.8644465,39.2255646
-94.1717959,36.3525168
-94.1778464,36.3797771
-94.1452918,36.1130219
-97.6924665,35.4708929
-71.4684266,10.3993383
-83.227367,42.1408143
-83.0267019,42.5079782
-83.0310706,42.581652
-87.6052185,41.7887242
-87.6047712,41.7848065
-87.6892938,41.9432138
-92.3779666,14.7720226
-87.6660753,41.9256931
-87.6794231,41.9268985
-87.6691977,41.9420488
-87.6707125,41.939262
-87.9041089,41.9786106
-87.8981447,42.0078867
-87.8358906,42.0501132
-87.8507496,42.038205
-87.8877667,42.0412137
-87.8838463,41.9513383
-87.8818323,41.9497473
-87.8651817,41.955472
-88.0361748,42.0417928
-88.0387484,42.0465367
-122.6491369,45.7061889
-122.6491413,45.7061398
-80.5921587,40.059299
-80.3021612,39.3959602
-80.2731568,39.309507
-81.6837867,36.2191768
-81.6751697,36.2149364
-81.6543772,36.19562
-82.3203105,35.6189599
-82.5517614,35.5929661
-82.2969064,35.6456853
-105.3466385,19.896809
-101.2102017,19.6969383
-101.9278516,21.38479
-122.3148725,49.0515295
-122.3135352,49.0365618
-122.3136344,49.0364862
-86.7794057,36.1348854
-86.9229499,36.1091983
-86.8035853,35.9652012
-86.6654531,36.3086434
-86.4245933,35.877912
-85.3070862,35.0370215
-111.876312,40.7467883
-83.7341518,32.80797
-117.3301842,33.9773709
-77.8489593,40.810524
-122.22435,47.4740036
-121.9861611,38.3558874
-83.5094833,41.7245548
-83.6884524,41.6750045
-83.6845177,41.6753937
-83.683826,41.7141779
-83.6837638,41.7148178
-83.68458,41.6753921
-83.6758606,41.6761454
-83.6760141,41.675711
-83.609473,41.6621422
-83.609473,41.6621678
-77.6068705,43.2563723
-83.6124449,41.6539099
-83.5601729,41.6578835
-83.5350178,41.6529052
-83.5350414,41.6528763
-83.5349975,41.6529317
-83.5381142,41.6430602
-83.5947992,41.6431937
-83.6125046,41.618543
-83.664656,41.5783907
-83.6646812,41.578408
-83.6647033,41.5784248
-83.6647295,41.5784425
-83.664752,41.5784602
-83.6646329,41.5783743
-123.3974991,48.6477582
-89.6872469,21.002926
-111.063287,45.7000668
-122.8771619,45.1580368
-122.32183,47.6133554
-81.6844287,28.8553404
-75.560112,40.5881342
-122.1684452,42.8676789
-76.7350681,39.2510104
-122.660801,45.5669016
-76.2074352,43.1015893
-122.554201,45.5717257
-122.9886511,45.5226115
-79.5753073,42.3233062
-76.4870174,38.9487362
-75.7106654,45.252045
-75.8201381,45.3266921
-75.6941622,45.3330945
-75.7089595,45.3404105
-75.7599975,45.3469967
-75.7847013,45.3509295
-123.5119203,48.8610932
-122.6337602,45.7320436
-122.6337601,45.732066
-80.8529719,35.4958829
-100.8956283,22.0824083
-76.206649,43.1005139
-122.8080231,49.2307928
-100.8919976,22.0816673
-100.8802118,22.0861393
-86.4564988,42.0563718
-124.4506041,49.3455518
-116.8900253,32.5011292
-122.80469,45.484619
-100.4545161,25.7791174
-116.8878625,32.5131219
-116.8978906,32.4595594
-76.6217575,39.2897791
-105.8550313,22.9980293
-122.6119807,48.5080163
-72.1857194,45.2812261
-72.1860667,45.2813423
-72.1529501,45.266141
-72.1466187,45.2650494
-73.6471843,45.5276035
-73.6621456,45.5070544
-73.6614318,45.5068542
-71.3358177,41.4775492
-100.2879695,25.8269888
-118.3568264,34.0721448
-82.3951174,29.6896315
-122.0505862,37.3846669
-74.4867745,40.3224313
-122.762034,45.9284462
-104.9980916,39.7578886
-74.0169761,45.7796183
-74.2663607,46.0434965
-74.6003122,46.1184977
-73.2418877,45.4117455
-72.712714,45.395536
-72.875757,46.26162
